#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
514	53.17530756	-27.81989068	22.46	0.039	2.9	0.91	0.103	47.1	5.581	5.3	5.85	0.996	6.324	1	300	22.741	-99	22.46	TRUE
2639	53.17797177	-27.80327718	99	29.183	3.48	0.81	0.022	82.7	5.66	0.78	6.07	0.794	0.953	0	300	29.631	-99	99	TRUE
7894	53.16615975	-27.76428237	29.284	0.202	6.95	0.81	0.203	-50.6	6.45	5.75	6.98	0.887	1.047	0	300	29.126	28.984	29.284	TRUE
3352	53.15236091	-27.79958882	29.388	0.275	6.6	0.74	0.213	-76.9	5.6	0.52	6.25	0.585	0.309	0	300	29.536	29.97	29.388	TRUE
10101	53.18123196	-27.78147671	28.977	0.323	5.29	0.74	0.188	-0.2	5.59	0.58	6.11	0.71	0.497	0	300	28.965	29.15	28.977	TRUE
4166	53.16562375	-27.79587255	28.733	0.136	9.86	0.73	0.118	-76.4	6.743	6.22	7.26	0.926	0.649	0	300	28.904	28.826	28.733	TRUE
6093	53.15093966	-27.79386221	30.681	0.576	3.26	0.73	0.286	76.4	5.63	0.64	6.28	0.698	0.363	0	300	30.137	30.707	30.681	TRUE
7740	53.16000591	-27.76349436	29.364	0.218	8.99	0.73	0.045	-69.3	6.29	5.73	6.69	0.936	0.332	0	300	28.9	29.142	29.364	TRUE
9976	53.14403028	-27.78036021	29.263	0.206	7.82	0.73	0.265	-19.4	6.74	0.94	7.71	0.526	0.677	0	300	29.557	29.012	29.263	TRUE
3740	53.16054039	-27.79774121	29.213	0.228	6.21	0.71	0.267	-87.6	7.23	6.58	7.79	0.899	0.363	0	300	29.187	28.92	29.213	TRUE
10586	53.1390074	-27.78953776	29.582	0.268	9.7	0.71	0.311	-24.1	6.04	5.3	6.56	0.883	1.103	0	300	29.489	29.477	29.582	TRUE
615	53.15839939	-27.81899646	24.087	0.06	2.84	0.7	0.025	86	5.651	5.36	5.93	0.996	5.969	1	300	24.614	-99	24.087	TRUE
8694	53.17044959	-27.77458204	29.424	0.38	5.34	0.7	0.291	75.2	5.73	0.59	6.31	0.66	0.099	0	300	29.433	29.738	29.424	TRUE
2032	53.14225186	-27.80676448	29.2	0.636	9.56	0.69	0.231	-10.6	5.686	5.3	6.22	0.934	1.395	0	300	28.266	-99	29.2	TRUE
6456	53.16153898	-27.78625609	29.181	0.189	10.11	0.69	0.041	81.4	6.528	6.1	6.95	0.965	0.189	0	300	28.868	29.163	29.181	TRUE
7919	53.16679656	-27.76437467	29.013	0.289	7.18	0.68	0.286	11.9	6.42	0.7	6.86	0.617	0.796	0	300	28.712	28.911	29.013	TRUE
4567	53.12870239	-27.78690427	99	28.452	4.67	0.67	0.289	62.8	5.66	5	6.16	0.898	2.113	0	300	27.561	-99	99	TRUE
7988	53.16384488	-27.76478608	28.148	0.277	4.5	0.66	0.102	-86.7	5.89	0.84	6.54	0.724	0.377	0	300	27.844	28.092	28.148	TRUE
5914	53.16015634	-27.79318966	29.424	0.25	8.94	0.64	0.417	-12.8	6.09	1.12	6.68	0.838	0.179	0	300	29.482	29.47	29.424	TRUE
20309	53.16691677	-27.81874945	27.564	0.118	3.41	0.63	0.185	-16.1	6.526	6.16	6.88	0.989	1.51	0	300	27.925	-99	27.564	TRUE
8737	53.15973205	-27.76936156	29.291	0.218	3.08	0.62	0.053	-20.7	6.32	0.84	6.99	0.622	0.147	0	300	29.554	29.577	29.291	TRUE
7566	53.18247561	-27.78085107	29.067	0.21	6.28	0.58	0.296	-32.5	6.44	5.3	6.93	0.888	0.577	0	300	29.055	29.568	29.067	TRUE
9681	53.18741752	-27.77796957	29.419	0.289	3.24	0.55	0.153	-55	6.021	5.63	6.4	0.973	0.549	0	300	29.21	28.96	29.419	TRUE
7629	53.14899574	-27.78063672	29.346	0.228	7.7	0.5	0.325	64.5	6.08	0.74	6.65	0.482	1.194	0	300	29.725	29.444	29.346	TRUE
9567	53.17141132	-27.77623951	29.372	0.252	5.51	0.5	0.223	13.2	5.94	0.72	6.45	0.547	1.139	0	300	30.06	29.879	29.372	TRUE
4771	53.12729111	-27.78797038	27.552	0.29	6.02	0.48	0.033	-23.7	6.674	6.23	7.08	0.97	0.306	0	300	27.512	-99	27.552	TRUE
7927	53.18641912	-27.77914787	29.017	0.174	10.41	0.48	0.458	81.5	6.57	0.96	7.75	0.479	0.676	0	300	29.454	28.824	29.017	TRUE
5337	53.14646159	-27.79046515	29.575	0.301	6.36	0.45	0.363	-68	6.34	0.92	6.97	0.747	0.321	0	300	29.499	30.094	29.575	TRUE
7887	53.1716607	-27.77963224	28.812	0.147	8.75	0.43	0.107	66.2	6.13	5.53	6.63	0.907	0.507	0	300	29.126	28.858	28.812	TRUE
383	53.17219442	-27.82234844	99	28.917	7.07	0.41	0.307	-2.6	5.57	0.71	6.1	0.511	1.011	0	300	28.607	-99	99	TRUE
8761	53.1628607	-27.76921076	29.806	0.361	0	0.36	0.317	-39	6.474	5.99	6.95	0.939	0.552	0	300	29.039	29.348	29.806	TRUE
9973	53.16459725	-27.7803994	29.386	0.231	9.25	0.33	0.413	15.8	6.041	5.61	6.46	0.957	0.218	0	300	29.295	29.349	29.386	TRUE
6420	53.14681602	-27.79525074	29.191	0.182	10.68	0.32	0.119	-60.5	5.793	5.42	6.15	0.975	0.621	0	300	28.809	28.87	29.191	TRUE
21998	53.13928065	-27.79579998	26.762	0.197	4.24	0.23	0.17	-56.3	6.397	6.05	6.73	0.992	0.047	0	300	26.538	-99	26.762	TRUE
3154	53.14618928	-27.80056561	99	28.948	5.93	0.21	0.251	25.1	5.54	0.82	5.92	0.87	1.024	0	300	29.428	-99	99	TRUE
10598	53.14022583	-27.78998419	28.857	0.242	8.21	0.21	0.349	-31.1	5.79	0.78	6.4	0.708	1.119	0	300	28.791	28.901	28.857	TRUE
7660	53.14950599	-27.78078171	28.152	0.184	10.34	0.19	0.126	13.1	6.11	5.61	6.5	0.942	0.716	0	300	27.755	27.751	28.152	TRUE
23762	53.1560141	-27.78090617	27.33	0.073	7.78	0.18	0.173	-44.7	6.855	6.49	7.21	0.991	0.056	0	300	27.257	27.282	27.33	TRUE
8398	53.15816434	-27.76723291	29.23	0.279	7.37	0.15	0.234	49.3	6.53	0.57	7.22	0.502	1.036	0	300	29.01	28.863	29.23	TRUE
22485	53.17103742	-27.78765924	27.903	0.068	9.35	0.15	0.109	-78.6	7.281	6.89	7.66	0.989	0.322	0	300	28.108	27.783	27.903	TRUE
7662	53.1585516	-27.76355813	28.928	0.146	10.55	0.14	0.133	28.8	6.07	5.71	6.42	0.984	0.45	0	300	28.735	28.735	28.928	TRUE
9130	53.16666582	-27.77209292	27.98	0.196	8.43	0.13	0.206	19.3	6.86	6.37	7.28	0.963	0.467	0	300	27.889	28.1	27.98	TRUE
3818	53.17232995	-27.79727178	29.234	0.258	9.79	0.11	0.213	82.4	6.11	1.26	6.59	0.816	0.141	0	300	29.118	29.134	29.234	TRUE
9592	53.13633373	-27.77701354	99	28.301	8.41	0.1	0.491	-82.4	6.02	5.6	6.44	0.958	1.227	0	300	27.405	-99	99	TRUE
9611	53.15548898	-27.77833605	29.345	0.221	9.16	0.1	0.161	-9.3	6.28	5.55	6.74	0.886	1.181	0	300	29.052	28.833	29.345	TRUE
9180	53.16021328	-27.77218452	29.445	0.271	3.66	0.09	0.119	-13.6	5.82	0.59	6.39	0.529	0.315	0	300	29.699	29.37	29.445	TRUE
9224	53.16553235	-27.77259145	28.455	0.095	7.77	0.09	0.193	-35.9	7.21	6.6	7.66	0.932	0.229	0	300	28.753	28.485	28.455	TRUE
9557	53.17443792	-27.77561109	28.167	0.171	10.22	0.09	0.193	-80.5	6.65	6.1	7.16	0.916	0.368	0	300	28.099	28.289	28.167	TRUE
2834	53.16773925	-27.80225274	29.069	0.217	9.87	0.08	0.132	30	6.015	5.7	6.33	0.993	1.325	0	300	28.53	28.667	29.069	TRUE
3171	53.14639274	-27.80048427	99	29.188	7.47	0.08	0.132	11.8	5.661	5.31	6	0.98	1.46	0	300	28.15	-99	99	TRUE
3177	53.15640213	-27.80043495	29.174	0.191	9.83	0.08	0.244	15.6	6.156	5.73	6.58	0.959	0.182	0	300	29.01	29.149	29.174	TRUE
8356	53.17462969	-27.77665126	29.666	0.292	8.79	0.08	0.23	22.6	6.45	5.66	7.07	0.843	0.178	0	300	29.334	29.335	29.666	TRUE
9379	53.17951708	-27.7743657	28.556	0.112	5.64	0.08	0.421	13	7.77	1.5	8.3	0.85	0.213	0	300	29.578	28.798	28.556	TRUE
22560	53.16481105	-27.78819065	27.392	0.038	11.84	0.08	0.283	35.4	7.49	7.06	7.91	0.983	0.243	0	300	28.155	27.485	27.392	TRUE
9704	53.1424625	-27.77751527	29.276	0.278	7.63	0.07	0.207	-82	6.304	5.82	6.76	0.939	0.926	0	300	28.887	29.006	29.276	TRUE
2040	53.13887641	-27.80670826	99	28.886	8.7	0.05	0.16	-85.3	5.9	5.53	6.27	0.976	0.581	0	300	28.71	-99	99	TRUE
2909	53.15281801	-27.80187458	28.8	0.195	6.78	0.05	0.188	64.1	7.48	6.64	8.07	0.857	0.46	0	300	29.285	28.9	28.8	TRUE
9014	53.16770732	-27.77076179	29.493	0.189	8.42	0.04	0.222	45.8	5.61	5.1	6.02	0.919	0.925	0	300	29.356	29.844	29.493	TRUE
2353	53.16672111	-27.80416302	24.76	0.011	6.66	0.03	0.419	-49.6	5.719	5.43	6	0.996	0.317	0	300	24.852	24.799	24.76	TRUE
3075	53.1783223	-27.80090326	27.811	0.238	10.5	0.03	0.161	68.7	6.493	6.09	6.86	0.98	0.322	0	300	27.494	-99	27.811	TRUE
7408	53.1607814	-27.78113866	29.032	0.164	10.07	0.03	0.05	73.5	6.648	6.2	7.1	0.96	0.985	0	300	28.816	28.941	29.032	TRUE
10151	53.13803233	-27.78178122	28.511	0.118	9.87	0.03	0.365	-84.1	7.38	6.71	7.91	0.904	1.058	0	300	28.943	28.142	28.511	TRUE
8339	53.16024453	-27.7667483	28.86	0.261	8.01	0.02	0.251	47.9	5.62	0.49	6.38	0.483	0.316	0	300	28.64	28.405	28.86	TRUE
9298	53.17675985	-27.77341049	28.856	0.137	13.02	0.02	0.615	32	6.871	6.31	7.39	0.922	0.44	0	300	28.897	28.942	28.856	TRUE
9808	53.17833332	-27.77871671	28.718	0.123	8.19	0.02	0.14	-7.7	6.297	5.9	6.67	0.976	0.923	0	300	28.574	28.801	28.718	TRUE
10123	53.18431612	-27.78176781	28.901	0.245	8.93	0.02	0.232	12.7	5.808	5.29	6.3	0.896	0.34	0	300	28.54	28.973	28.901	TRUE
23381	53.15704687	-27.79505894	28.621	0.139	7.33	0.02	0.398	-14.5	7.979	7.49	8.44	0.976	1.954	0	300	29.252	27.937	28.621	TRUE
978	53.15318486	-27.81582152	29.025	0.743	8.51	0.01	0.129	-23.3	5.78	5.34	6.2	0.943	0.832	0	300	29.432	-99	29.025	TRUE
3866	53.15088935	-27.79707389	28.542	0.204	6.26	0.01	0.201	-58.1	5.741	5.32	6.13	0.954	0.087	0	300	28.404	28.473	28.542	TRUE
4481	53.19814302	-27.78647173	28.681	0.512	5.49	0.01	0.188	58.5	5.54	0.72	5.9	0.649	0.824	0	300	99	-99	28.681	TRUE
7727	53.16948147	-27.78050395	29.215	0.202	8.51	0.01	0.108	-42.9	7.098	6.5	7.67	0.905	0.748	0	300	29.167	28.849	29.215	TRUE
7978	53.1531221	-27.77909027	27.974	0.11	13.98	0.01	0.505	-78.8	6.554	6.1	7.03	0.949	0.259	0	300	28.246	28.122	27.974	TRUE
8006	53.16910001	-27.76583477	28.867	0.144	9.97	0.01	0.218	-2.2	6.455	6.02	6.88	0.964	0.094	0	300	28.721	28.779	28.867	TRUE
8612	53.15559065	-27.77460978	29.542	0.253	9.38	0.01	0.358	-54.4	5.69	0.81	6.42	0.732	0.573	0	300	29.319	29.145	29.542	TRUE
8876	53.15983101	-27.76996487	27.925	0.064	14.08	0.01	0.106	-8.5	7.16	6.4	7.55	0.867	0.91	0	300	28.224	28.009	27.925	TRUE
9021	53.16100832	-27.77123319	28.587	0.107	13.36	0.01	0.424	-22.4	6.146	5.7	6.59	0.946	0.032	0	300	28.738	28.612	28.587	TRUE
9550	53.1685191	-27.77559257	29.127	0.359	8.06	0.01	0.249	77.7	5.74	5.22	6.15	0.922	0.656	0	300	28.986	29.179	29.127	TRUE
23328	53.15748719	-27.79456625	28.226	0.084	7.54	0.01	0.455	-47.8	7.018	6.55	7.48	0.961	0.923	0	300	28.564	28.43	28.226	TRUE
23356	53.1592714	-27.79483004	28.476	0.134	5.91	0.01	0.378	0	6.671	6.25	7.09	0.97	5.877	0	300	28.492	29.213	28.476	TRUE
478	53.17160505	-27.82078802	26.398	0.12	19.31	0	0.107	5.2	5.83	5.53	6.34	0.939	0.625	0	300	26.52	-99	26.398	TRUE
553	53.17585346	-27.81999856	27.652	0.256	9.77	0	0.264	-84.8	6.388	5.98	6.76	0.978	0.162	0	300	27.688	-99	27.652	TRUE
635	53.16270546	-27.81896833	28.009	0.457	11.09	0	0.294	-68.4	5.625	5.28	5.96	0.982	0.22	0	300	27.737	-99	28.009	TRUE
939	53.16039836	-27.81605956	27.909	0.306	12.84	0	0.318	67.6	6.255	5.84	6.64	0.971	0.224	0	300	27.718	-99	27.909	TRUE
971	53.1552825	-27.8158004	99	29.237	9.17	0	0.129	30.2	5.529	5.18	5.86	0.98	2.098	0	300	28.073	-99	99	TRUE
1021	53.15532196	-27.81516022	25.297	0.033	18.04	0	0.294	33	6.954	6.6	7.3	0.995	0.229	0	300	25.698	-99	25.297	TRUE
1171	53.14926779	-27.81357598	28.408	0.505	13.88	0	0.231	81.2	5.812	5.44	6.22	0.966	0.962	0	300	28.131	-99	28.408	TRUE
1280	53.17048275	-27.81242682	27.393	0.176	9.21	0	0.318	-62.3	5.668	5.35	5.98	0.99	0.761	0	300	27.581	-99	27.393	TRUE
1416	53.16447545	-27.81113212	99	29.218	10.67	0	0.05	89.8	5.787	5.38	6.23	0.947	1.457	0	300	28.634	-99	99	TRUE
1592	53.15186342	-27.80950764	26.979	0.187	17.53	0	0.437	24.1	5.57	5.26	5.87	0.992	1.492	0	300	26.78	-99	26.979	TRUE
1596	53.15176391	-27.80948545	27.694	0.362	20.4	0	0.511	23.1	5.597	5.25	5.92	0.982	0.409	0	300	27.83	-99	27.694	TRUE
1811	53.17984818	-27.80821404	28.225	0.389	11.37	0	0.3	25.4	5.73	5.37	6.39	0.852	1.214	0	300	27.805	-99	28.225	TRUE
1912	53.18390819	-27.8075244	27.54	0.197	8.33	0	0.063	-14	6.369	5.98	6.74	0.981	0.331	0	300	27.523	-99	27.54	TRUE
2009	53.14167281	-27.80694598	27.641	0.386	11.52	0	0.358	-27	6.26	5.47	6.6	0.739	0.397	0	300	27.273	-99	27.641	TRUE
2279	53.16303394	-27.8051315	28.057	0.077	14	0	0.135	-74.7	6.111	5.74	6.48	0.978	0.511	0	300	28.23	28.284	28.057	TRUE
2450	53.15836534	-27.80430047	28.822	0.141	11.52	0	0.259	38.1	6.59	1.09	7.2	0.824	1.063	0	300	28.985	28.971	28.822	TRUE
2494	53.16638375	-27.80407395	27.95	0.222	9.34	0	0.154	-40.1	5.77	0.94	6.32	0.841	0.524	0	300	28.112	28.186	27.95	TRUE
2583	53.16574223	-27.80337519	27.58	0.079	19.36	0	0.317	-43	5.658	5.33	5.97	0.988	0.371	0	300	27.433	27.402	27.58	TRUE
2719	53.16728262	-27.80279924	28.652	0.185	10.14	0	0.293	-59.8	6.51	0.98	6.96	0.869	0.521	0	300	28.635	28.433	28.652	TRUE
2766	53.14623401	-27.80253365	27.992	0.35	11.41	0	0.401	-80.2	5.6	0.87	5.95	0.847	0.612	0	300	28.517	-99	27.992	TRUE
2784	53.17747839	-27.80244935	27.899	0.268	10.77	0	0.156	60.1	6.29	5.64	6.61	0.906	0.707	0	300	27.382	-99	27.899	TRUE
2799	53.13043196	-27.80230032	26.865	0.238	16.06	0	0.216	-55	5.727	5.41	6.04	0.99	0.947	0	300	26.669	-99	26.865	TRUE
2852	53.1407507	-27.80210713	26.74	0.135	8.66	0	0.146	9.3	5.828	5.52	6.13	0.994	0.13	0	300	27.023	-99	26.74	TRUE
2902	53.14617344	-27.80189567	26.741	0.21	11.14	0	0.219	-47.3	6.005	5.62	6.4	0.97	1.625	0	300	27.307	-99	26.741	TRUE
2923	53.15505721	-27.80170268	27.654	0.053	14.44	0	0.262	-25.8	7.614	7.15	8.03	0.981	0.033	0	300	28.3	27.633	27.654	TRUE
2967	53.18815243	-27.80142086	27.192	0.219	11.76	0	0.415	-29.6	5.69	5.26	6.06	0.958	0.576	0	300	27.777	-99	27.192	TRUE
3033	53.15943674	-27.80099295	29.168	0.221	9.95	0	0.474	58.8	5.684	5.22	6.11	0.93	0.593	0	300	28.882	29.022	29.168	TRUE
3098	53.16897832	-27.80072041	28.09	0.09	13.53	0	0.083	-58.3	6.138	5.77	6.5	0.981	0.375	0	300	28.113	28.046	28.09	TRUE
3266	53.15997452	-27.79966404	26.467	0.024	19.88	0	0.165	-22.4	5.53	1.37	5.81	0.962	1.748	0	300	26.584	26.535	26.467	TRUE
3350	53.15340574	-27.79949801	28.26	0.092	15.21	0	0.323	-17.3	5.719	5.36	6.05	0.981	0.517	0	300	28.074	28.256	28.26	TRUE
3452	53.14397324	-27.79865595	26.561	0.134	23.89	0	0.425	-65.4	5.518	5.22	5.81	0.993	0.601	0	300	26.62	-99	26.561	TRUE
3454	53.14394257	-27.79888397	26.726	0.098	8.57	0	0.113	-25.2	5.71	5.41	6	0.995	1.982	0	300	26.789	-99	26.726	TRUE
3578	53.1532215	-27.7982188	27.555	0.05	17.86	0	0.166	-53.1	6.58	6.22	6.93	0.99	0.316	0	300	27.511	27.655	27.555	TRUE
3613	53.14294154	-27.79821165	27.316	0.258	14.58	0	0.479	8.4	5.651	5.33	5.98	0.986	0.653	0	300	27.747	-99	27.316	TRUE
3637	53.14287323	-27.79799838	26.545	0.15	15.7	0	0.533	68.5	6.366	5.96	6.73	0.976	0.328	0	300	26.749	-99	26.545	TRUE
3659	53.14284555	-27.79785337	26.649	0.153	18.9	0	0.45	-89.3	5.551	5.24	5.85	0.991	0.324	0	300	27.128	-99	26.649	TRUE
3725	53.15950485	-27.79758504	26.904	0.045	16.49	0	0.113	-40.5	5.822	5.49	6.13	0.99	0.429	0	300	26.871	26.909	26.904	TRUE
3758	53.15261276	-27.79724334	27.122	0.042	31.06	0	0.552	36.1	6.165	5.84	6.48	0.994	0.335	0	300	27.036	27.179	27.122	TRUE
3797	53.1725613	-27.79736413	28.368	0.178	14.87	0	0.433	14.7	6.44	5.6	6.84	0.927	0.487	0	300	28.312	28.213	28.368	TRUE
4056	53.19936927	-27.79621246	26.799	0.116	17.18	0	0.324	0.1	6.239	5.88	6.59	0.988	0.09	0	300	26.952	-99	26.799	TRUE
4488	53.18625033	-27.78654701	27.572	0.239	11.84	0	0.343	-43.4	6.028	5.67	6.37	0.984	0.457	0	300	27.634	-99	27.572	TRUE
4498	53.16899169	-27.78657868	28.651	0.146	15.18	0	0.443	-18.5	5.739	5.3	6.18	0.938	0.143	0	300	28.6	28.516	28.651	TRUE
4582	53.16191984	-27.7869916	26.333	0.023	11.6	0	0.024	-68.3	6.447	6.11	6.77	0.994	1.236	0	300	26.902	26.275	26.333	TRUE
4736	53.15157263	-27.78784189	27.904	0.064	15.17	0	0.028	34.4	6.713	6.28	7.12	0.973	0.387	0	300	27.893	27.735	27.904	TRUE
4799	53.16466821	-27.78816746	27.279	0.042	26.97	0	0.437	50.4	7.672	7.24	8.09	0.986	0.04	0	300	28.293	27.385	27.279	TRUE
4915	53.15557658	-27.78866151	27.469	0.134	11.67	0	0.104	63.3	6.608	6.16	7.05	0.959	0.278	0	300	27.409	27.474	27.469	TRUE
5173	53.20799006	-27.78997657	26.089	0.258	10.98	0	0.263	84.4	7.242	6.87	7.6	0.993	3.065	0	300	25.894	-99	26.089	TRUE
5247	53.1390028	-27.79031887	28.47	0.07	18.14	0	0.335	-7.3	5.554	5.19	5.9	0.972	0.056	0	300	28.54	28.515	28.47	TRUE
5266	53.17693547	-27.79037121	28.993	0.217	10.69	0	0.337	-77.6	5.536	5.03	6.08	0.871	0.494	0	300	28.77	28.799	28.993	TRUE
5291	53.14602056	-27.79050456	28.206	0.083	15.76	0	0.383	86.8	6.471	6.09	6.84	0.984	0.247	0	300	28.168	28.171	28.206	TRUE
5296	53.16203786	-27.79050578	28.556	0.225	10.32	0	0.21	74.7	5.61	5.12	6.24	0.844	1.287	0	300	28.27	28.539	28.556	TRUE
5638	53.17734975	-27.7920584	27.068	0.043	17.96	0	0.304	-88.3	7.072	6.62	7.5	0.974	0.062	0	300	27.438	27.12	27.068	TRUE
5774	53.158988	-27.79260339	27.376	0.108	14.69	0	0.121	-87.9	5.889	5.44	6.33	0.94	0.152	0	300	27.405	27.396	27.376	TRUE
5861	53.14385684	-27.79301606	27.95	0.062	16.42	0	0.228	76.5	6.311	5.98	6.64	0.993	0.056	0	300	27.711	27.903	27.95	TRUE
5881	53.1436449	-27.7930736	28.968	0.125	13.33	0	0.294	75	5.798	5.4	6.17	0.964	0.088	0	300	28.923	29.042	28.968	TRUE
5903	53.15816044	-27.79323704	28.165	0.092	24.24	0	0.681	-87.1	6.803	6.37	7.22	0.973	2.337	0	300	28.215	28.437	28.165	TRUE
5944	53.14387174	-27.79332652	26.484	0.017	18.7	0	0.139	80.7	7.216	6.86	7.56	0.995	37.064	0	300	27.387	30.733	26.484	TRUE
6221	53.14606728	-27.79449599	26.831	0.026	20.49	0	0.054	83.5	6.428	6.08	6.77	0.991	0.2	0	300	27.236	26.956	26.831	TRUE
6241	53.12271709	-27.79458851	27.534	0.198	18.14	0	0.636	-44.4	5.866	5.53	6.22	0.982	0.879	0	300	27.725	-99	27.534	TRUE
6508	53.1616149	-27.7863366	27.493	0.053	21.94	0	0.357	73.3	5.723	5.37	6.08	0.978	0.363	0	300	27.545	27.512	27.493	TRUE
6542	53.15875207	-27.75926778	28.424	0.136	10.12	0	0.128	-39.1	5.577	5.2	5.95	0.965	0.386	0	300	28.419	28.602	28.424	TRUE
6574	53.16675245	-27.78584877	28.218	0.155	12.26	0	0.143	33.8	6.2	5.67	6.56	0.946	0.776	0	300	28.021	28.032	28.218	TRUE
6846	53.17332016	-27.78457397	28.164	0.085	14.35	0	0.294	-31.8	6.726	6.3	7.13	0.975	0.234	0	300	28.133	28.022	28.164	TRUE
6881	53.15686331	-27.75986672	29.513	0.454	7.68	0	0.338	-36.4	5.54	5.07	5.93	0.935	0.74	0	300	28.696	28.67	29.513	TRUE
6963	53.13482287	-27.78411867	28.143	0.127	16.75	0	0.229	-66.8	6.176	5.81	6.51	0.986	1.217	0	300	27.817	27.709	28.143	TRUE
6984	53.16427704	-27.7840517	28.927	0.155	10.85	0	0.256	-87.7	6.389	5.97	6.79	0.971	1.104	0	300	28.66	28.869	28.927	TRUE
7080	53.16277387	-27.76076497	27.183	0.042	9.98	0	0.084	-30.5	5.794	5.49	6.08	0.995	0.561	0	300	27.052	27.039	27.183	TRUE
7121	53.15512653	-27.76065694	27.081	0.095	13	0	0.394	-47.9	6.729	6.37	7.07	0.992	0.057	0	300	27.051	27.038	27.081	TRUE
7313	53.17734211	-27.78239222	25.819	0.015	31.9	0	0.485	32.3	7.031	6.65	7.39	0.992	0.106	0	300	26.08	25.824	25.819	TRUE
7319	53.16439475	-27.76206144	27.907	0.072	15.63	0	0.147	-33.1	6.183	5.85	6.5	0.993	0.55	0	300	27.68	27.785	27.907	TRUE
7374	53.1715877	-27.78199373	29.09	0.186	14.44	0	0.131	66.5	5.771	5.41	6.12	0.978	0.544	0	300	28.557	28.809	29.09	TRUE
7878	53.14205821	-27.77977968	25.894	0.014	19.44	0	0.125	-23.2	6.118	5.8	6.42	0.994	0.056	0	300	26.013	25.922	25.894	TRUE
7942	53.18461744	-27.77921056	26.513	0.085	12.25	0	0.226	59.4	7.231	6.87	7.58	0.995	1.411	0	300	26.338	26.363	26.513	TRUE
8018	53.15398752	-27.76489275	28.844	0.215	7.27	0	0.158	-4	6.1	0.6	6.57	0.55	1.315	0	300	28.752	28.906	28.844	TRUE
8030	53.15889276	-27.76500302	27.707	0.049	13.89	0	0.134	65.1	8.309	7.85	8.76	0.985	0.094	0	300	29.605	27.777	27.707	TRUE
8053	53.15404946	-27.76600117	27.051	0.032	22.57	0	0.093	1.8	6.234	5.9	6.56	0.992	0.09	0	300	27.092	27.085	27.051	TRUE
8069	53.15216123	-27.77832719	28.863	0.141	12.78	0	0.231	-59	6.551	6.14	6.96	0.973	0.102	0	300	28.612	28.709	28.863	TRUE
8328	53.15749237	-27.76669983	27.322	0.063	14.88	0	0.367	-79.6	8.123	7.63	8.59	0.978	0.552	0	300	28.611	27.264	27.322	TRUE
8384	53.18243495	-27.77603063	27.656	0.054	17.73	0	0.068	-68.4	6.444	6.04	6.84	0.976	0.858	0	300	27.743	27.755	27.656	TRUE
8385	53.17262575	-27.76701006	27.237	0.056	18.92	0	0.47	60.8	6.394	6.05	6.72	0.993	0.383	0	300	27.132	27.095	27.237	TRUE
8392	53.15631649	-27.76696409	29.144	0.221	8.74	0	0.155	-53	6.28	1.03	6.72	0.776	0.577	0	300	28.872	29.064	29.144	TRUE
8424	53.18068591	-27.7764922	28.65	0.117	11.57	0	0.094	57.7	5.6	0.81	6.53	0.679	1.445	0	300	28.855	28.937	28.65	TRUE
8457	53.15680338	-27.76708495	28.123	0.07	11.64	0	0.16	22.7	8.255	7.75	8.74	0.976	0.212	0	300	29.928	28.233	28.123	TRUE
8483	53.17865755	-27.77625221	27.791	0.057	15.77	0	0.352	-57.8	7.576	7.08	8.05	0.966	0.454	0	300	28.661	28.038	27.791	TRUE
8573	53.16770018	-27.76811169	27.845	0.063	19.8	0	0.233	74.9	6.021	5.66	6.38	0.982	0.03	0	300	28.022	27.911	27.845	TRUE
8622	53.17006344	-27.77503706	28.329	0.175	14.51	0	0.312	14.1	5.57	5	5.97	0.907	0.436	0	300	28.607	28.248	28.329	TRUE
8692	53.18099603	-27.77565075	27.901	0.067	18.26	0	0.151	33.6	6.115	5.68	6.55	0.954	0.36	0	300	28.276	28.056	27.901	TRUE
8818	53.15610015	-27.77577589	26.474	0.021	26.48	0	0.163	-72.1	6.379	6.05	6.7	0.995	0.167	0	300	26.746	26.575	26.474	TRUE
8846	53.1742605	-27.76979033	28.373	0.089	12.88	0	0.245	-24.9	6.677	6.16	7.22	0.917	0.264	0	300	28.75	28.375	28.373	TRUE
8950	53.16609779	-27.7719671	27.79	0.054	21.15	0	0.378	-26.6	5.926	5.61	6.23	0.993	1.912	0	300	27.792	27.727	27.79	TRUE
9031	53.17652803	-27.77103582	27.604	0.058	20.52	0	0.355	55.5	5.546	5.23	5.84	0.99	0.253	0	300	27.575	27.555	27.604	TRUE
9072	53.15950759	-27.77144865	26.001	0.013	23.64	0	0.126	-28	6.157	5.84	6.46	0.995	0.133	0	300	26.141	26.057	26.001	TRUE
9098	53.15944897	-27.77179183	28.693	0.126	13.31	0	0.203	79.8	6.17	5.68	6.52	0.959	0.51	0	300	28.411	28.601	28.693	TRUE
9101	53.16060848	-27.77153731	27.773	0.063	18.88	0	0.157	-36.2	5.84	5.51	6.15	0.99	0.199	0	300	27.681	27.719	27.773	TRUE
