#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
7809	53.16079965	-27.7638739	29.949	0.499	5.94	0.33	0.426	64.5	1.86	0.54	3.27	0.182	0.19	0	4	30.279	29.795	29.949	TRUE
4411	53.15723667	-27.75708756	28.905	0.602	5.46	0.2	0.268	-76.7	1.86	0.7	3.13	0.229	0.385	0	4	28.645	-99	28.905	TRUE
8231	53.16570196	-27.77748933	30.283	0.308	5.53	0.18	0.024	45.2	1.86	1.03	3.13	0.237	0.767	0	4	30.151	30.083	30.283	TRUE
1967	53.18122602	-27.80718103	28.66	0.391	7.61	0.12	0.248	36.5	1.86	1.52	2.99	0.381	4.439	0	4	28.982	-99	28.66	TRUE
10258	53.19056617	-27.78349889	28.089	0.3	5.84	0.11	0.103	-15.7	1.86	1.42	2.37	0.511	0.922	0	4	28.416	-99	28.089	TRUE
544	53.17318992	-27.81999554	27.985	0.316	5.53	0.02	0.147	67.7	1.86	1.62	2.58	0.454	0.794	0	4	28.328	-99	27.985	TRUE
52	53.16177273	-27.82903078	27.424	0.216	9.23	0.01	0.277	74.7	1.86	1.45	2.55	0.494	0.71	0	4	28.338	-99	27.424	TRUE
5807	53.18809572	-27.79273942	27.324	0.19	8.63	0.01	0.223	63.8	1.86	1.44	3.05	0.258	0.726	0	4	27.961	-99	27.324	TRUE
8379	53.16924206	-27.767002	29.578	0.378	6.24	0.01	0.415	-1.3	1.86	0.81	2.84	0.281	0.38	0	4	29.77	29.494	29.578	TRUE
640	53.16734162	-27.81891965	28.696	0.528	5.89	0	0.282	-70.4	1.86	1.4	3.11	0.283	1.179	0	4	29.151	-99	28.696	TRUE
1126	53.17363544	-27.81404545	27.221	0.239	14.45	0	0.532	17	1.86	1.49	2.54	0.565	1.75	0	4	27.816	-99	27.221	TRUE
2724	53.14764921	-27.80279191	28.125	0.57	7.68	0	0.154	-29.3	1.86	0.53	3.17	0.212	0.506	0	4	28.205	-99	28.125	TRUE
6251	53.17272377	-27.79458889	28.457	0.153	7.45	0	0.161	-72.8	1.86	1.18	2.75	0.572	0.523	0	4	28.588	28.645	28.457	TRUE
8010	53.1502741	-27.77850088	28.421	0.07	8.9	0	0.095	-75.3	1.86	1.58	2.1	0.856	0.51	0	4	29.003	28.553	28.421	TRUE
9505	53.15556832	-27.77612467	28.395	0.133	13.7	0	0.583	-47.5	1.86	1.41	2.81	0.465	0.248	0	4	28.975	28.508	28.395	TRUE
23387	53.15692756	-27.79507161	27.7	0.051	12.87	0	0.658	-2.8	1.86	1.64	8.44	0.82	1.029	0	4	29.62	27.697	27.7	TRUE
22266	53.14040057	-27.78568938	26.331	0.017	10.08	0.02	0.274	-62.2	1.859	1.72	2	0.99	0.432	0	4	26.913	26.429	26.331	TRUE
4777	53.12219225	-27.78803439	26.657	0.18	11.96	0	0.211	-61.3	1.859	1.49	2.25	0.649	1.322	0	4	27.354	-99	26.657	TRUE
7856	53.15188022	-27.77978725	29.012	0.137	8.44	0	0.262	-52.1	1.857	1.38	2.41	0.534	0.288	0	4	29.662	28.956	29.012	TRUE
752	53.17818028	-27.81693625	24.64	0.041	35.13	0	0.45	-65.7	1.851	1.7	2.01	0.978	0.523	0	4	25.268	-99	24.64	TRUE
2103	53.14889266	-27.80634915	99	28.828	6.74	0.79	0.158	46.4	1.85	0.68	2.97	0.229	0.396	0	4	29.035	-99	99	TRUE
9852	53.15227392	-27.7790027	29.627	0.291	4.6	0.75	0.189	0.2	1.85	1.03	2.8	0.338	1.426	0	4	29.756	29.89	29.627	TRUE
3548	53.1909415	-27.79854713	99	29.221	4.99	0.38	0.373	63.6	1.85	0.76	2.91	0.259	0.961	0	4	28.953	-99	99	TRUE
3086	53.18469684	-27.80079085	28.06	0.292	6.26	0.22	0.283	-82.5	1.85	1.45	2.23	0.586	3.649	0	4	27.889	-99	28.06	TRUE
2511	53.14199353	-27.80401238	99	30.108	5.85	0.1	0.167	0.9	1.85	0.63	3.12	0.22	0.441	0	4	30.236	-99	99	TRUE
1835	53.13871803	-27.80796867	28.047	0.369	6.52	0	0.164	79.9	1.85	1.53	2.68	0.546	1.417	0	4	28.007	-99	28.047	TRUE
7613	53.14735884	-27.78079915	28.918	0.225	7.45	0	0.297	28.3	1.85	0.59	3.37	0.176	1.571	0	4	29.327	30.068	28.918	TRUE
9530	53.14282834	-27.77581995	27.89	0.109	16.45	0	0.555	78	1.85	1.3	2.34	0.44	0.265	0	4	28.437	28.065	27.89	TRUE
22508	53.17148444	-27.78782899	27.773	0.074	10.58	0	0.195	-52.7	1.85	0.63	2.49	0.566	0.705	0	4	28.182	28	27.773	TRUE
3287	53.15478688	-27.79982678	28.336	0.088	14.14	0	0.286	-24.2	1.846	1.54	2.13	0.77	0.308	0	4	28.738	28.315	28.336	TRUE
21031	53.18189609	-27.8061172	28.067	0.391	3.95	0.8	0.115	-44.5	1.842	1.39	2.42	0.43	1.373	0	4	28.393	-99	28.067	TRUE
2211	53.15245126	-27.80520872	24.777	0.031	29.53	0.03	0.492	-37.2	1.842	1.7	1.98	0.988	0.195	0	4	25.201	-99	24.777	TRUE
149	53.16267514	-27.82582932	24.132	0.02	19.77	0.03	0.511	31.3	1.841	1.71	1.97	0.993	0.285	0	4	24.761	-99	24.132	TRUE
3080	53.16870822	-27.8009273	29.953	0.615	5.12	0.76	0.213	2.5	1.84	0.55	3.19	0.225	1.224	0	4	30.067	99	29.953	TRUE
4572	53.18631743	-27.78691178	28.602	0.523	5.5	0.17	0.176	-32.9	1.84	0.53	3.11	0.215	0.453	0	4	28.962	-99	28.602	TRUE
10083	53.1528014	-27.78168914	29.577	0.284	8.08	0.03	0.197	-27.6	1.84	1.27	2.91	0.396	1.737	0	4	29.724	29.82	29.577	TRUE
9405	53.15603394	-27.77594038	27.255	0.047	9.17	0.01	0.386	-74.3	1.84	1.43	2	0.86	0.605	0	4	27.76	27.43	27.255	TRUE
5738	53.12770687	-27.79239049	28.079	0.49	6.85	0	0.299	-77.6	1.84	0.54	3.48	0.188	0.345	0	4	28.891	-99	28.079	TRUE
4500	53.1331105	-27.78662171	27.788	0.08	8.36	0	0.147	39.2	1.839	1.57	2.1	0.817	0.738	0	4	28.229	27.831	27.788	TRUE
5812	53.17266478	-27.79278049	28.189	0.083	16.77	0	0.265	42.2	1.837	1.55	2.12	0.809	0.86	0	4	28.736	28.279	28.189	TRUE
7069	53.17270901	-27.78374978	27.303	0.05	17.6	0	0.225	36.5	1.836	1.53	2.05	0.872	0.268	0	4	27.769	27.327	27.303	TRUE
30530	53.15654015	-27.81982411	24.969	0.065	58.97	0	0.415	55.8	1.836	1.65	2.02	0.94	2.184	0	4	25.607	-99	24.969	TRUE
10157	53.17649476	-27.78253232	23.609	0.004	17.8	0.03	0.092	-23.7	1.835	1.7	1.96	0.996	0.418	0	4	24.315	23.794	23.609	TRUE
3878	53.14699062	-27.79698336	29.202	0.215	7.64	0	0.03	-74.2	1.835	1.57	2.11	0.817	45.368	0	4	29.063	29.38	29.202	TRUE
6551	53.14531025	-27.79000007	27.728	0.035	15	0	0.171	79.6	1.834	1.66	2.01	0.956	0.556	0	4	28.209	27.725	27.728	TRUE
1220	53.1793256	-27.81252367	22.253	0.003	4.28	0.03	0.084	-19.4	1.833	1.7	1.95	0.995	0.888	0	4	23.489	-99	22.253	TRUE
266	53.15669713	-27.82305335	23.012	0.009	33.07	0	0.259	38.6	1.833	1.7	1.96	0.995	0.04	0	4	24.119	-99	23.012	TRUE
539	53.1753582	-27.82013945	28.279	0.309	11.43	0	0.482	-42.5	1.833	0.62	2.5	0.479	2.112	0	4	28.758	-99	28.279	TRUE
4403	53.16650304	-27.75688965	28.671	0.423	7.97	0.13	0.187	-46	1.83	0.99	2.93	0.294	0.898	0	4	28.94	-99	28.671	TRUE
5708	53.15126171	-27.79240668	23.694	0.003	5.78	0.03	0.165	78.8	1.83	1.7	1.95	0.996	0.204	0	4	24.363	23.828	23.694	TRUE
8434	53.17248495	-27.77638387	26.96	0.028	12.73	0.02	0.443	-6.3	1.83	1.69	2.57	0.835	1.753	0	4	27.378	27.021	26.96	TRUE
1615	53.14491063	-27.80938494	27.353	0.218	9.76	0	0.328	8.6	1.83	1.4	2.55	0.422	0.056	0	4	27.951	-99	27.353	TRUE
7413	53.14049631	-27.78167203	29.64	0.224	8.84	0	0.072	29.7	1.83	1.24	2.6	0.415	0.4	0	4	29.902	29.496	29.64	TRUE
23733	53.13306572	-27.78157744	24.816	0.022	8.28	0.03	0.472	-59.5	1.827	1.69	1.95	0.994	0.514	0	4	25.418	-99	24.816	TRUE
5108	53.15868528	-27.78956459	27.345	0.043	12.65	0	0.161	4.6	1.827	1.64	2	0.947	0.888	0	4	27.939	27.514	27.345	TRUE
8251	53.16821029	-27.77737388	30.26	0.407	5.55	0	0.404	-59.5	1.827	0.78	3.03	0.247	0.437	0	4	30.533	29.732	30.26	TRUE
9045	53.14874998	-27.77229392	28.026	0.085	16.08	0	0.208	-78.7	1.827	1.48	2.15	0.711	0.706	0	4	28.663	28.332	28.026	TRUE
8574	53.15230066	-27.77008704	22.972	0.002	14.52	0.03	0.322	13.4	1.825	1.7	1.94	0.996	0.092	0	4	23.499	23.063	22.972	TRUE
4798	53.16184967	-27.78823395	25.871	0.013	24.72	0	0.304	0.6	1.821	1.69	1.94	0.995	0.342	0	4	26.458	26.001	25.871	TRUE
9020	53.15603837	-27.77094592	24.417	0.005	35.04	0.04	0.523	11.7	1.82	1.69	1.94	0.993	0.225	0	4	25.007	24.52	24.417	TRUE
7683	53.15366049	-27.76308909	29.37	0.312	7.83	0.01	0.271	32.7	1.82	1.02	2.79	0.332	0.378	0	4	29.541	29.165	29.37	TRUE
9841	53.17730011	-27.77885426	29.161	0.178	7.48	0.01	0.193	-80.9	1.82	1.32	2.37	0.51	0.609	0	4	29.482	29.229	29.161	TRUE
153	53.16102269	-27.82612641	27.424	0.337	19.06	0	0.368	59.7	1.82	0.99	2.73	0.383	0.74	0	4	27.587	-99	27.424	TRUE
4770	53.20208829	-27.78794979	28.13	0.408	9.26	0	0.337	22.4	1.82	1.4	3.08	0.319	1.516	0	4	28.526	-99	28.13	TRUE
8161	53.15780858	-27.76580728	30.096	0.248	11.31	0	0.51	-60.1	1.82	1.01	3.05	0.257	0.215	0	4	30.229	29.898	30.096	TRUE
10023	53.16428536	-27.7806096	28.685	0.195	9.45	0	0.049	72.5	1.82	0.68	3.04	0.247	0.54	0	4	29.009	28.988	28.685	TRUE
7215	53.15350831	-27.78090611	24.876	0.008	19.08	0	0.373	57.6	1.819	1.69	1.94	0.996	0.273	0	4	25.455	24.964	24.876	TRUE
3295	53.12535049	-27.79917764	24.465	0.023	26.3	0.03	0.64	-71.2	1.818	1.69	1.94	0.994	0.149	0	4	24.976	-99	24.465	TRUE
4634	53.14798979	-27.78768649	23.483	0.003	17.56	0.03	0.193	-12.3	1.817	1.69	1.94	0.995	0.147	0	4	24.112	23.586	23.483	TRUE
8153	53.14863524	-27.77814814	25.995	0.016	14.34	0	0.313	-85.7	1.817	1.69	1.94	0.996	0.276	0	4	26.424	26.042	25.995	TRUE
21879	53.13875387	-27.79678289	26.16	0.077	5.59	0.02	0.167	-55.2	1.815	1.64	2.01	0.94	4.512	0	4	26.739	-99	26.16	TRUE
3310	53.12617344	-27.79954899	24.47	0.021	12.75	0	0.331	-57.4	1.815	1.65	1.97	0.97	0.094	0	4	25.849	-99	24.47	TRUE
5144	53.13820023	-27.78926024	26.475	0.021	16.47	0	0.316	81.8	1.814	1.67	1.95	0.989	0.41	0	4	27.056	26.554	26.475	TRUE
3482	53.15880392	-27.79715727	22.105	0.001	4.84	0.03	0.044	1.1	1.813	1.69	1.93	0.996	0.15	0	4	23.496	22.296	22.105	TRUE
1745	53.17909686	-27.80863681	28.912	0.468	8.48	0.1	0.433	38.9	1.812	0.92	2.68	0.346	1.19	0	4	29.125	-99	28.912	TRUE
8198	53.16050678	-27.76607077	26.2	0.018	11	0.03	0.532	-28.6	1.812	1.68	1.93	0.996	1.911	0	4	26.542	26.306	26.2	TRUE
21773	53.14032116	-27.79752602	22.439	0.004	5.85	0.03	0.125	7.7	1.812	1.68	1.93	0.996	0.485	0	4	23.68	-99	22.439	TRUE
6788	53.20110682	-27.78485388	28.887	0.644	8.22	0.28	0.303	-18.8	1.81	1.17	2.94	0.287	0.403	0	4	28.613	-99	28.887	TRUE
5643	53.18232193	-27.79186046	99	28.953	5.95	0.03	0.138	45.8	1.81	1.49	2.73	0.427	1.89	0	4	28.448	-99	99	TRUE
3250	53.14612122	-27.79966013	27.114	0.182	18.54	0	0.652	-84.6	1.81	1.55	2.11	0.752	1.147	0	4	27.638	-99	27.114	TRUE
3379	53.15463195	-27.7992689	27.362	0.069	12.67	0	0.266	-41.4	1.81	1.47	2	0.763	0.67	0	4	27.896	27.627	27.362	TRUE
7049	53.13241414	-27.78558922	26.7	0.098	13.06	0	0.483	74.5	1.81	1.63	2.06	0.864	1.273	0	4	27.176	26.754	26.7	TRUE
7078	53.13383978	-27.78347428	28.104	0.401	9.84	0	0.284	-55.8	1.81	1.23	2.72	0.367	1.06	0	4	28.769	-99	28.104	TRUE
7312	53.16530009	-27.76198865	28.68	0.192	9.04	0	0.202	-20.1	1.81	1.55	2.61	0.569	1.204	0	4	28.642	28.04	28.68	TRUE
8232	53.14646473	-27.77753664	27.179	0.033	13.11	0	0.149	62.9	1.81	1.68	2.05	0.903	0.575	0	4	27.582	27.264	27.179	TRUE
9441	53.15697367	-27.77500931	28.616	0.107	10.82	0	0.272	-13.4	1.81	1.42	2.18	0.607	0.992	0	4	29.011	28.912	28.616	TRUE
9822	53.14601543	-27.77854995	29.362	0.218	8.4	0	0.268	-10.6	1.81	1.26	2.51	0.416	2.142	0	4	29.662	29.599	29.362	TRUE
9827	53.15451498	-27.77972048	23.387	0.003	29.48	0.03	0.124	67.5	1.809	1.68	1.93	0.995	0.095	0	4	23.885	23.472	23.387	TRUE
24215	53.16384324	-27.76531007	23.987	0.004	44.82	0.03	0.608	22	1.809	1.68	1.93	0.995	0.146	0	4	24.488	24.072	23.987	TRUE
8435	53.17436867	-27.76727021	27.515	0.143	12.22	0	0.323	69.5	1.808	1.47	2.21	0.662	0.917	0	4	27.814	-99	27.515	TRUE
7040	53.13732939	-27.7839156	25.911	0.017	37.22	0	0.685	87.2	1.806	1.67	1.93	0.994	0.322	0	4	26.478	25.995	25.911	TRUE
7781	53.15286989	-27.78012069	24.071	0.005	17.86	0.03	0.31	17.9	1.805	1.68	1.93	0.996	0.257	0	4	24.668	24.181	24.071	TRUE
9763	53.1489726	-27.77815322	25.053	0.007	22.78	0.03	0.285	-74.5	1.804	1.67	1.93	0.995	0.167	0	4	25.842	25.217	25.053	TRUE
3410	53.15409912	-27.79844945	25.585	0.013	28.82	0	0.584	61.3	1.804	1.68	1.92	0.996	0.225	0	4	26.08	25.664	25.585	TRUE
8649	53.15080829	-27.76913294	24.785	0.007	38.48	0.03	0.596	26.3	1.803	1.68	1.92	0.997	0.273	0	4	25.296	24.869	24.785	TRUE
7995	53.15547881	-27.77952995	24.951	0.006	11.32	0.03	0.12	-11.3	1.802	1.68	1.92	0.997	0.793	0	4	25.256	24.993	24.951	TRUE
22946	53.16084878	-27.79155613	25.965	0.015	33.63	0	0.46	-57.4	1.802	1.68	1.92	0.995	1.957	0	4	26.219	26.015	25.965	TRUE
7151	53.14902154	-27.78194855	23.201	0.002	57.61	0	0.576	70.3	1.801	1.67	1.93	0.993	0.11	0	4	23.98	23.327	23.201	TRUE
1652	53.17687619	-27.80918577	29.256	0.548	4.9	0.34	0.271	-44.3	1.8	0.99	2.61	0.357	1.929	0	4	29.628	-99	29.256	TRUE
8093	53.1842169	-27.77828624	28.694	0.175	5.33	0.08	0.23	-55.6	1.8	0.28	4.06	0.139	0.745	0	4	29.17	28.835	28.694	TRUE
5392	53.14544633	-27.79092281	28.061	0.065	6.24	0.04	0.076	-81.5	1.8	1.49	1.97	0.797	0.955	0	4	28.264	27.964	28.061	TRUE
3909	53.16755266	-27.79690906	30.34	0.283	8.43	0.02	0.111	10.3	1.8	1.19	2.6	0.384	0.524	0	4	30.832	30.236	30.34	TRUE
6694	53.12585344	-27.78490442	27.869	0.28	6.01	0.02	0.043	-17.4	1.8	1.51	2.99	0.315	0.592	0	4	28.415	-99	27.869	TRUE
24636	53.17410089	-27.77073953	27.091	0.028	5.84	0.02	0.11	-15.5	1.8	1.67	1.99	0.957	0.667	0	4	27.642	27.162	27.091	TRUE
1460	53.14222491	-27.81072822	27.756	0.27	7.82	0.01	0.146	-2.9	1.8	1.55	2.53	0.49	0.465	0	4	28.167	-99	27.756	TRUE
3074	53.14640019	-27.80095299	99	28.814	7.71	0.01	0.143	83.3	1.8	1.42	2.84	0.283	0.593	0	4	99	-99	99	TRUE
571	53.15526576	-27.81982758	28.837	0.508	7.67	0	0.34	-35	1.8	1.18	2.87	0.318	0.619	0	4	29.279	-99	28.837	TRUE
1284	53.17194053	-27.81251035	99	28.737	9.69	0	0.483	8.1	1.8	1.12	2.86	0.27	0.524	0	4	29.083	-99	99	TRUE
1305	53.1829273	-27.81221505	27.654	0.345	10.58	0	0.544	-73.7	1.8	1.26	2.84	0.321	0.966	0	4	28.02	-99	27.654	TRUE
3099	53.17042619	-27.80077604	28.225	0.14	13.61	0	0.407	-11.5	1.8	1.52	2.2	0.702	0.744	0	4	28.622	28.237	28.225	TRUE
3176	53.18357488	-27.80006355	26.045	0.103	29.14	0	0.474	-32.4	1.8	1.57	2.15	0.802	0.553	0	4	26.351	-99	26.045	TRUE
10297	53.19135684	-27.78446278	99	29.009	6.33	0	0.096	14.1	1.8	0.85	2.8	0.261	0.55	0	4	28.912	-99	99	TRUE
23059	53.17015702	-27.79236787	28.195	0.107	6.03	0	0.09	-89.5	1.8	1.42	2.04	0.666	1.422	0	4	28.325	28.038	28.195	TRUE
1010	53.16328753	-27.81525749	26.292	0.092	10.05	0.02	0.32	32.6	1.799	1.59	2	0.903	2.694	0	4	26.906	-99	26.292	TRUE
7585	53.15062773	-27.78091885	27.247	0.04	8.29	0.01	0.231	-2.1	1.797	1.53	2.03	0.89	0.972	0	4	27.474	27.152	27.247	TRUE
6599	53.12894763	-27.785694	25.744	0.059	11.04	0.03	0.412	28.1	1.793	1.65	1.94	0.981	3.874	0	4	26.18	-99	25.744	TRUE
24331	53.1646629	-27.76660909	24.777	0.006	29.61	0.03	0.632	-54.7	1.791	1.66	1.91	0.996	0.141	0	4	25.381	24.868	24.777	TRUE
24678	53.17432348	-27.77153883	29.241	0.238	5.82	0.47	0.153	-45.4	1.79	1.59	2.54	0.47	0.687	0	4	29.129	29.05	29.241	TRUE
24511	53.15640492	-27.76883474	28.875	0.196	5.92	0.28	0.285	-31.8	1.79	1.5	2.59	0.443	0.948	0	4	29.105	28.474	28.875	TRUE
859	53.17057359	-27.81678596	28.638	0.458	5.34	0.2	0.031	67.6	1.79	1.51	2.77	0.353	0.646	0	4	28.965	-99	28.638	TRUE
3869	53.12842554	-27.79705843	28.51	0.553	7.48	0.05	0.088	-18.2	1.79	1.07	2.96	0.277	0.132	0	4	29.028	-99	28.51	TRUE
4414	53.16533823	-27.75718004	28.409	0.425	6.97	0.03	0.148	53.6	1.79	1.34	2.69	0.397	0.888	0	4	28.819	-99	28.409	TRUE
4804	53.14929607	-27.78852367	22.295	0.001	15.63	0.03	0.152	-13.7	1.79	1.66	1.91	0.996	0.316	0	4	22.938	22.418	22.295	TRUE
2417	53.145417	-27.80439597	27.637	0.226	6.69	0.02	0.068	17.3	1.79	1.53	2.22	0.667	0.555	0	4	27.726	-99	27.637	TRUE
2493	53.173671	-27.80394979	26.446	0.093	8.81	0.02	0.411	23.3	1.79	1.63	2.05	0.877	1.385	0	4	26.94	-99	26.446	TRUE
10136	53.18603574	-27.78221989	26.712	0.028	4.19	0.02	0.024	50.6	1.79	1.44	1.89	0.617	1.327	1	4	26.941	26.709	26.712	TRUE
390	53.17105737	-27.82218508	28.619	0.641	8.42	0	0.283	-3.8	1.79	0.61	2.87	0.434	1.376	0	4	27.987	-99	28.619	TRUE
2825	53.18343819	-27.80219416	27.307	0.18	9.39	0	0.167	63.3	1.79	1.41	2.09	0.625	1.982	0	4	27.564	-99	27.307	TRUE
4970	53.12304797	-27.78900323	26.091	0.082	21.04	0	0.514	-4.4	1.79	1.55	2.03	0.838	1.241	0	4	26.681	-99	26.091	TRUE
5145	53.12505137	-27.78972309	27.767	0.39	14.34	0	0.47	9.2	1.79	1.4	2.69	0.43	1.293	0	4	28.07	-99	27.767	TRUE
6799	53.16438858	-27.75892039	27.093	0.134	16.36	0	0.364	58.8	1.79	1.6	2.15	0.725	0.451	0	4	27.892	-99	27.093	TRUE
10627	53.14489159	-27.78989888	27.926	0.043	13.3	0	0.293	-79.5	1.79	1.55	2.06	0.835	0.577	0	4	28.254	27.863	27.926	TRUE
2743	53.15701539	-27.80267412	29.686	0.185	5.09	0.91	0.126	66.7	1.788	1.35	2.33	0.507	1.187	0	4	30.132	30.208	29.686	TRUE
4465	53.16930873	-27.78647426	27.177	0.033	10.98	0.01	0.142	55.6	1.788	1.63	1.94	0.97	0.635	0	4	27.693	27.25	27.177	TRUE
24780	53.1522017	-27.77314618	25.947	0.011	3.91	0.03	0.138	-35.2	1.786	1.66	1.91	0.996	0.225	0	4	26.662	26.079	25.947	TRUE
9793	53.14921513	-27.77880714	22.991	0.002	67.28	0	0.266	77.8	1.785	1.66	1.9	0.996	0.081	0	4	23.701	23.12	22.991	TRUE
6307	53.14838173	-27.79481642	28.743	0.094	9.77	0	0.109	-6.3	1.784	1.47	2.11	0.734	1.056	0	4	29.314	28.972	28.743	TRUE
1975	53.17844095	-27.80651634	24.664	0.032	40.39	0.03	0.175	-61.1	1.783	1.65	1.9	0.995	0.705	0	4	25.02	-99	24.664	TRUE
793	53.16703445	-27.81726992	27.524	0.207	10.67	0.02	0.339	81.6	1.781	1.5	2.11	0.642	3.885	0	4	27.196	-99	27.524	TRUE
931	53.15377278	-27.81621045	28.451	0.427	4.93	0.77	0.188	1.2	1.78	0.69	3.34	0.229	0.537	0	4	29.703	-99	28.451	TRUE
22798	53.19890976	-27.79028366	28.398	0.461	6.25	0.09	0.199	-67.3	1.78	1.6	2.67	0.399	1.166	0	4	28.541	-99	28.398	TRUE
25418	53.12941392	-27.78889155	28.299	0.491	4.88	0.08	0.209	-12.7	1.78	1.61	2.49	0.6	0.665	0	4	28.686	-99	28.299	TRUE
4596	53.16166669	-27.78743822	22.313	0.001	67.67	0.03	0.152	-80	1.78	1.65	1.9	0.995	0.058	0	4	23.161	22.482	22.313	TRUE
22755	53.20086204	-27.79004013	24.7	0.022	5.1	0.03	0.059	23.3	1.78	1.65	1.9	0.996	0.988	0	4	25.254	-99	24.7	TRUE
25064	53.15787457	-27.77919258	25.21	0.009	13.99	0.03	0.549	15.2	1.78	1.65	1.9	0.995	0.293	0	4	25.858	25.311	25.21	TRUE
610	53.15253315	-27.81916618	27.163	0.182	12.07	0.01	0.518	55.2	1.78	1.53	2.14	0.65	1.696	0	4	27.645	-99	27.163	TRUE
5636	53.12311135	-27.79204167	27.02	0.131	6.63	0.01	0.102	-20.2	1.78	1.54	2.12	0.76	2.626	0	4	27.608	-99	27.02	TRUE
6664	53.20143949	-27.78526237	27.04	0.151	6.52	0.01	0.151	48.5	1.78	1.54	2.05	0.825	1.829	0	4	27.403	-99	27.04	TRUE
9544	53.18173078	-27.77458792	24.915	0.008	18.94	0.01	0.395	37.3	1.78	1.65	1.9	0.996	0.38	0	4	25.44	24.967	24.915	TRUE
24727	53.1705882	-27.77266544	28.021	0.062	5.84	0.01	0.161	13.4	1.78	1.64	2.1	0.777	0.855	0	4	28.346	27.972	28.021	TRUE
3262	53.18991359	-27.79992676	27.157	0.195	12.48	0	0.461	-67.6	1.78	1.43	2.36	0.509	0.732	0	4	27.801	-99	27.157	TRUE
7057	53.17461422	-27.78354509	27.796	0.063	9.87	0	0.316	-66.1	1.78	1.65	2.12	0.65	1.234	0	4	28.134	27.75	27.796	TRUE
7166	53.15642589	-27.7604834	28.438	0.164	10.72	0	0.429	74.5	1.78	1.4	2.42	0.521	0.365	0	4	29.016	28.538	28.438	TRUE
8653	53.16811443	-27.76855416	27.347	0.032	8.99	0	0.182	-32.3	1.78	1.64	2.02	0.887	0.291	0	4	28.201	27.469	27.347	TRUE
9089	53.16334272	-27.77224957	27.744	0.087	17.38	0	0.339	-39.8	1.78	1.55	2.12	0.752	0.911	0	4	28.32	27.821	27.744	TRUE
7287	53.17294611	-27.78368681	26.702	0.024	8.94	0.02	0.257	-81.5	1.777	1.65	1.9	0.994	0.703	0	4	27.191	26.773	26.702	TRUE
4001	53.15269282	-27.79564072	24.057	0.004	5.44	0.03	0.195	-14.4	1.776	1.65	1.89	0.997	0.302	0	4	24.573	24.124	24.057	TRUE
23644	53.1309111	-27.78259184	26.067	0.065	5.98	0.03	0.191	-1.9	1.776	1.65	1.89	0.997	1.497	0	4	26.119	-99	26.067	TRUE
10511	53.14321081	-27.78875964	28.402	0.086	7.33	0.01	0.054	59.1	1.774	1.42	2.12	0.664	0.256	0	4	28.914	28.514	28.402	TRUE
1374	53.16536363	-27.81148249	27.509	0.211	9.73	0	0.298	42.3	1.774	1.44	2.09	0.692	0.474	0	4	27.864	-99	27.509	TRUE
9147	53.14390952	-27.77199143	26.294	0.085	14.33	0	0.296	-87.8	1.774	1.58	1.99	0.921	1.487	0	4	26.837	-99	26.294	TRUE
7637	53.16561918	-27.76400501	27.698	0.05	20.14	0	0.271	8.7	1.773	1.52	2	0.842	0.592	0	4	28.274	27.773	27.698	TRUE
3604	53.18734078	-27.79813586	25.541	0.035	6.04	0.03	0.215	11.4	1.772	1.64	1.89	0.994	1.345	0	4	26.099	-99	25.541	TRUE
337	53.17169547	-27.8225463	26.256	0.109	18.13	0	0.267	43.3	1.772	1.59	1.98	0.923	3.21	0	4	26.545	-99	26.256	TRUE
56	53.16438046	-27.82859593	24.532	0.024	5.55	0.03	0.272	27.7	1.771	1.64	1.89	0.995	1.54	0	4	24.99	-99	24.532	TRUE
3532	53.15161702	-27.79641939	22.187	0.001	72.22	0.03	0.107	61.6	1.771	1.64	1.89	0.996	0.112	0	4	22.64	22.229	22.187	TRUE
5908	53.19634593	-27.79320488	25.311	0.033	4.8	0.03	0.194	70.2	1.771	1.64	1.89	0.995	1.087	0	4	25.822	-99	25.311	TRUE
7571	53.18131982	-27.78100505	27.053	0.037	18.99	0	0.476	-55.4	1.771	1.61	1.93	0.966	1.483	0	4	27.59	27.059	27.053	TRUE
20695	53.14611705	-27.81111919	28.146	0.58	5.88	0.72	0.328	39.2	1.77	1.51	2.99	0.369	1.237	0	4	28.144	-99	28.146	TRUE
3161	53.155149	-27.80055125	29.412	0.217	4.79	0.69	0.241	-71.2	1.77	1.32	2.4	0.469	1.522	0	4	29.962	29.821	29.412	TRUE
4476	53.18818118	-27.78649198	27.252	0.151	5.49	0.05	0.179	-57.6	1.77	1.54	2.12	0.76	1.099	0	4	27.712	-99	27.252	TRUE
694	53.17381914	-27.81815623	26.279	0.077	5.15	0.03	0.216	56.5	1.77	1.64	2.06	0.781	1.079	0	4	26.741	-99	26.279	TRUE
4747	53.19282012	-27.78785983	26.655	0.094	4.11	0.03	0.101	-27	1.77	1.63	2.07	0.746	3.159	0	4	27.151	-99	26.655	TRUE
